Status,Latitude,Longitude,BoltCount,ModuleCount,MMSCount,Torque,Timestamp
RUN,28.336771,73.332169,74,74,0,Module,20-03-2026 07:34:25
RUN,28.336771,73.332169,75,75,0,Module,20-03-2026 07:34:35
RUN,28.336771,73.332169,76,76,0,Module,20-03-2026 07:34:52
RUN,28.336771,73.332169,77,77,0,Module,20-03-2026 07:34:59
RUN,28.336771,73.332169,78,78,0,Module,20-03-2026 07:35:24
RUN,28.336771,73.332169,79,79,0,Module,20-03-2026 07:35:31
RUN,28.336771,73.332169,80,80,0,Module,20-03-2026 07:35:52
RUN,28.336771,73.332169,81,81,0,Module,20-03-2026 07:36:01
RUN,28.336771,73.332169,82,82,0,Module,20-03-2026 07:36:05
RUN,28.336771,73.332169,83,83,0,Module,20-03-2026 07:36:50
RUN,28.336771,73.332169,84,84,0,Module,20-03-2026 07:37:07
RUN,28.336771,73.332169,85,85,0,Module,20-03-2026 07:37:22
RUN,28.336771,73.332169,86,86,0,Module,20-03-2026 07:37:28
RUN,28.336771,73.332169,87,87,0,Module,20-03-2026 07:37:41
RUN,28.336771,73.332169,88,88,0,Module,20-03-2026 07:37:49
RUN,28.336771,73.332169,89,89,0,Module,20-03-2026 07:38:40
RUN,28.336771,73.332169,90,90,0,Module,20-03-2026 07:38:44
RUN,28.336771,73.332169,91,91,0,Module,20-03-2026 07:39:20
RUN,28.336771,73.332169,92,92,0,Module,20-03-2026 07:39:30
RUN,28.336771,73.332169,93,93,0,Module,20-03-2026 07:39:34
RUN,28.336771,73.332169,94,94,0,Module,20-03-2026 07:39:43
RUN,28.336771,73.332169,95,95,0,Module,20-03-2026 07:39:53
RUN,28.336771,73.332169,96,96,0,Module,20-03-2026 07:39:57
RUN,28.336771,73.332169,97,97,0,Module,20-03-2026 07:40:04
RUN,28.336771,73.332169,98,98,0,Module,20-03-2026 07:40:44
RUN,28.336771,73.332169,99,99,0,Module,20-03-2026 07:40:50
RUN,28.336771,73.332169,100,100,0,Module,20-03-2026 07:40:57
RUN,28.336771,73.332169,101,101,0,Module,20-03-2026 07:41:00
RUN,28.336771,73.332169,102,102,0,Module,20-03-2026 07:41:03
RUN,28.336771,73.332169,103,103,0,Module,20-03-2026 07:41:10
RUN,28.336771,73.332169,104,104,0,Module,20-03-2026 07:41:14
RUN,28.336771,73.332169,105,105,0,Module,20-03-2026 07:41:18
